Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazeWorld;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
3732709;1000497096899158231;63850017875540;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.003, 0.045, 0.999);(-0.922, -0.145, -0.359);(0.000, 0.000, 0.000);68.025;VALID;(0.014, 0.045, 0.999);(-0.034, 0.000, 0.000);0.397;5.269;13.257;VALID;(-0.021, 0.045, 0.999);(0.034, 0.000, 0.000);0.414;5.456;13.183;2;1
3732710;1000497096904158676;63850017875540;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.003, 0.045, 0.999);(-0.922, -0.145, -0.359);(0.000, 0.000, 0.000);68.025;VALID;(0.014, 0.045, 0.999);(-0.034, 0.000, 0.000);0.398;5.272;13.257;VALID;(-0.021, 0.045, 0.999);(0.034, 0.000, 0.000);0.414;5.458;13.183;2;1
3732711;1000497096909159121;63850017875540;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.003, 0.045, 0.999);(-0.922, -0.145, -0.359);(0.000, 0.000, 0.000);68.025;VALID;(0.014, 0.045, 0.999);(-0.034, 0.000, 0.000);0.398;5.277;13.257;VALID;(-0.021, 0.045, 0.999);(0.034, 0.000, 0.000);0.414;5.462;13.183;2;1
3732712;1000497096914159565;63850017875540;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.003, 0.045, 0.999);(-0.922, -0.145, -0.359);(0.000, 0.000, 0.000);68.025;VALID;(0.014, 0.045, 0.999);(-0.034, 0.000, 0.000);0.398;5.281;13.257;VALID;(-0.021, 0.045, 0.999);(0.034, 0.000, 0.000);0.415;5.467;13.183;2;1
3732713;1000497096919160090;63850017875548;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.003, 0.045, 0.999);(-0.922, -0.145, -0.359);(0.000, 0.000, 0.000);68.025;VALID;(0.014, 0.045, 0.999);(-0.034, 0.000, 0.000);0.399;5.284;13.257;VALID;(-0.020, 0.045, 0.999);(0.034, 0.000, 0.000);0.415;5.470;13.183;2;1
3732714;1000497096924160750;63850017875559;(0.810, 1.761, -0.252);(0.093, -0.183, 0.021, 0.979);VALID;(-0.003, 0.045, 0.999);(-0.922, -0.146, -0.359);(0.000, 0.000, 0.000);68.025;VALID;(0.014, 0.045, 0.999);(-0.034, 0.000, 0.000);0.399;5.289;13.257;VALID;(-0.020, 0.045, 0.999);(0.034, 0.000, 0.000);0.415;5.473;13.183;2;1
3732715;1000497096929161544;63850017875559;(0.810, 1.761, -0.252);(0.093, -0.183, 0.021, 0.979);VALID;(-0.003, 0.045, 0.999);(-0.922, -0.146, -0.359);(0.000, 0.000, 0.000);68.025;VALID;(0.014, 0.045, 0.999);(-0.034, 0.000, 0.000);0.399;5.293;13.257;VALID;(-0.020, 0.045, 0.999);(0.034, 0.000, 0.000);0.415;5.475;13.183;2;1
3732716;1000497096934165961;63850017875559;(0.810, 1.761, -0.252);(0.093, -0.183, 0.021, 0.979);VALID;(-0.003, 0.045, 0.999);(-0.922, -0.146, -0.359);(0.000, 0.000, 0.000);68.025;VALID;(0.013, 0.045, 0.999);(-0.034, 0.000, 0.000);0.400;5.299;13.257;VALID;(-0.020, 0.045, 0.999);(0.034, 0.000, 0.000);0.415;5.476;13.183;2;1
3732717;1000497096939170390;63850017875571;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.003, 0.045, 0.999);(-0.922, -0.146, -0.359);(0.000, 0.000, 0.000);68.025;VALID;(0.013, 0.045, 0.999);(-0.034, 0.000, 0.000);0.400;5.304;13.257;VALID;(-0.020, 0.045, 0.999);(0.034, 0.000, 0.000);0.416;5.478;13.183;2;1
3732718;1000497096944174696;63850017875571;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.003, 0.045, 0.999);(-0.922, -0.146, -0.359);(0.000, 0.000, 0.000);68.025;VALID;(0.013, 0.045, 0.999);(-0.034, 0.000, 0.000);0.400;5.307;13.257;VALID;(-0.020, 0.045, 0.999);(0.034, 0.000, 0.000);0.416;5.481;13.183;2;1
3732719;1000497096949178852;63850017875582;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.003, 0.044, 0.999);(-0.922, -0.146, -0.359);(0.000, 0.000, 0.000);68.025;VALID;(0.013, 0.044, 0.999);(-0.034, 0.000, 0.000);0.401;5.311;13.257;VALID;(-0.020, 0.044, 0.999);(0.034, 0.000, 0.000);0.416;5.483;13.183;2;1
3732720;1000497096954182859;63850017875582;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.003, 0.044, 0.999);(-0.922, -0.146, -0.359);(0.000, 0.000, 0.000);68.025;VALID;(0.013, 0.044, 0.999);(-0.034, 0.000, 0.000);0.401;5.315;13.257;VALID;(-0.020, 0.044, 0.999);(0.034, 0.000, 0.000);0.416;5.485;13.183;2;1
3732721;1000497096959183310;63850017875593;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.003, 0.044, 0.999);(-0.922, -0.146, -0.359);(0.000, 0.000, 0.000);68.025;VALID;(0.013, 0.044, 0.999);(-0.034, 0.000, 0.000);0.401;5.320;13.257;VALID;(-0.020, 0.044, 0.999);(0.034, 0.000, 0.000);0.416;5.487;13.183;2;1
3732722;1000497096964183759;63850017875593;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.003, 0.044, 0.999);(-0.922, -0.146, -0.359);(0.000, 0.000, 0.000);68.025;VALID;(0.013, 0.044, 0.999);(-0.034, 0.000, 0.000);0.402;5.324;13.257;VALID;(-0.020, 0.044, 0.999);(0.034, 0.000, 0.000);0.416;5.489;13.183;2;1
3732723;1000497096969184205;63850017875604;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.003, 0.044, 0.999);(-0.922, -0.146, -0.359);(0.000, 0.000, 0.000);68.025;VALID;(0.013, 0.044, 0.999);(-0.034, 0.000, 0.000);0.402;5.327;13.257;VALID;(-0.020, 0.044, 0.999);(0.034, 0.000, 0.000);0.417;5.491;13.183;2;1
3732724;1000497096974184646;63850017875604;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.003, 0.044, 0.999);(-0.922, -0.146, -0.359);(0.000, 0.000, 0.000);68.025;VALID;(0.013, 0.044, 0.999);(-0.034, 0.000, 0.000);0.402;5.335;13.257;VALID;(-0.020, 0.044, 0.999);(0.034, 0.000, 0.000);0.417;5.495;13.183;2;1
3732725;1000497096979185085;63850017875616;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.004, 0.044, 0.999);(-0.922, -0.146, -0.359);(0.000, 0.000, 0.000);68.025;VALID;(0.013, 0.044, 0.999);(-0.034, 0.000, 0.000);0.403;5.341;13.257;VALID;(-0.021, 0.044, 0.999);(0.034, 0.000, 0.000);0.417;5.502;13.183;2;0.8573322
3732726;1000497096984185522;63850017875616;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.005, 0.044, 0.999);(-0.921, -0.147, -0.360);(0.000, 0.000, 0.000);68.025;VALID;(0.012, 0.044, 0.999);(-0.034, 0.000, 0.000);0.403;5.343;13.257;VALID;(-0.021, 0.044, 0.999);(0.034, 0.000, 0.000);0.418;5.508;13.183;2;0.8425488
3732727;1000497096989185958;63850017875616;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.006, 0.043, 0.999);(-0.921, -0.147, -0.361);(0.000, 0.000, 0.000);68.025;VALID;(0.011, 0.043, 0.999);(-0.034, 0.000, 0.000);0.403;5.344;13.257;VALID;(-0.022, 0.043, 0.999);(0.034, 0.000, 0.000);0.418;5.512;13.183;2;0.8343515
3732728;1000497096994186473;63850017875626;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.007, 0.043, 0.999);(-0.920, -0.148, -0.362);(0.000, 0.000, 0.000);68.025;VALID;(0.010, 0.043, 0.999);(-0.034, 0.000, 0.000);0.403;5.345;13.257;VALID;(-0.023, 0.043, 0.999);(0.034, 0.000, 0.000);0.418;5.516;13.183;2;0.8234511
3732729;1000497096999187118;63850017875626;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.008, 0.042, 0.999);(-0.920, -0.148, -0.363);(0.000, 0.000, 0.000);68.025;VALID;(0.008, 0.042, 0.999);(-0.034, 0.000, 0.000);0.403;5.346;13.257;VALID;(-0.024, 0.042, 0.999);(0.034, 0.000, 0.000);0.419;5.519;13.183;2;0.8110619
3732730;1000497097004191383;63850017875637;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.009, 0.041, 0.999);(-0.920, -0.149, -0.364);(0.000, 0.000, 0.000);68.025;VALID;(0.007, 0.041, 0.999);(-0.034, 0.000, 0.000);0.403;5.347;13.257;VALID;(-0.025, 0.041, 0.999);(0.034, 0.000, 0.000);0.419;5.522;13.183;2;0.8133655
3732731;1000497097009195768;63850017875637;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.010, 0.041, 0.999);(-0.919, -0.149, -0.365);(0.000, 0.000, 0.000);68.025;VALID;(0.006, 0.041, 0.999);(-0.034, 0.000, 0.000);0.403;5.348;13.257;VALID;(-0.026, 0.041, 0.999);(0.034, 0.000, 0.000);0.419;5.525;13.183;2;0.7938939
3732732;1000497097014200112;63850017875648;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.011, 0.040, 0.999);(-0.919, -0.150, -0.366);(0.000, 0.000, 0.000);68.025;VALID;(0.005, 0.040, 0.999);(-0.034, 0.000, 0.000);0.404;5.349;13.257;VALID;(-0.027, 0.040, 0.999);(0.034, 0.000, 0.000);0.419;5.527;13.183;2;0.7904709
3732733;1000497097019204305;63850017875648;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.012, 0.040, 0.999);(-0.918, -0.150, -0.367);(0.000, 0.000, 0.000);68.025;VALID;(0.004, 0.040, 0.999);(-0.034, 0.000, 0.000);0.404;5.351;13.257;VALID;(-0.028, 0.040, 0.999);(0.034, 0.000, 0.000);0.419;5.528;13.183;2;0.7957267
3732734;1000497097024208346;63850017875941;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.013, 0.039, 0.999);(-0.918, -0.151, -0.368);(0.000, 0.000, 0.000);68.025;VALID;(0.004, 0.039, 0.999);(-0.034, 0.000, 0.000);0.404;5.352;13.257;VALID;(-0.029, 0.039, 0.999);(0.034, 0.000, 0.000);0.419;5.529;13.183;2;0.8072712
3732735;1000497097029212239;63850017875941;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.014, 0.039, 0.999);(-0.917, -0.152, -0.369);(0.000, 0.000, 0.000);68.025;VALID;(0.003, 0.039, 0.999);(-0.034, 0.000, 0.000);0.404;5.353;13.257;VALID;(-0.030, 0.039, 0.999);(0.034, 0.000, 0.000);0.419;5.530;13.183;2;0.8113655
3732736;1000497097034212656;63850017875941;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.015, 0.038, 0.999);(-0.917, -0.152, -0.369);(0.000, 0.000, 0.000);68.025;VALID;(0.002, 0.038, 0.999);(-0.034, 0.000, 0.000);0.404;5.354;13.257;VALID;(-0.031, 0.038, 0.999);(0.034, 0.000, 0.000);0.419;5.530;13.183;2;0.818778
3732737;1000497097039213071;63850017875941;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.015, 0.038, 0.999);(-0.916, -0.153, -0.370);(0.000, 0.000, 0.000);68.025;VALID;(0.001, 0.038, 0.999);(-0.034, 0.000, 0.000);0.404;5.354;13.257;VALID;(-0.032, 0.038, 0.999);(0.034, 0.000, 0.000);0.419;5.530;13.183;2;0.8177402
3732738;1000497097044213484;63850017875941;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.016, 0.037, 0.999);(-0.916, -0.153, -0.370);(0.000, 0.000, 0.000);68.025;VALID;(0.001, 0.037, 0.999);(-0.034, 0.000, 0.000);0.404;5.355;13.257;VALID;(-0.032, 0.037, 0.999);(0.034, 0.000, 0.000);0.420;5.531;13.183;2;0.8267387
3732739;1000497097049213896;63850017875941;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.017, 0.037, 0.999);(-0.916, -0.154, -0.371);(0.000, 0.000, 0.000);68.025;VALID;(0.000, 0.037, 0.999);(-0.034, 0.000, 0.000);0.404;5.355;13.257;VALID;(-0.033, 0.037, 0.999);(0.034, 0.000, 0.000);0.420;5.532;13.183;2;0.8071595
3732740;1000497097054214304;63850017875942;(0.810, 1.761, -0.252);(0.093, -0.182, 0.021, 0.979);VALID;(-0.017, 0.036, 0.999);(-0.915, -0.154, -0.372);(0.000, 0.000, 0.000);68.025;VALID;(-0.001, 0.036, 0.999);(-0.034, 0.000, 0.000);0.404;5.356;13.257;VALID;(-0.034, 0.036, 0.999);(0.034, 0.000, 0.000);0.420;5.532;13.183;2;0.8072212
