Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazeWorld;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
3735469;1000497110704275743;63850017889338;(0.772, 1.790, -0.288);(-0.028, -0.429, -0.021, 0.903);VALID;(0.015, -0.039, 0.999);(-0.643, 0.030, -0.765);(0.000, 0.000, 0.000);68.025;VALID;(0.028, -0.039, 0.999);(-0.034, 0.000, 0.000);0.411;5.448;13.257;VALID;(0.001, -0.039, 0.999);(0.034, 0.000, 0.000);0.441;5.810;13.183;2;0.9479419
3735470;1000497110709276166;63850017889338;(0.772, 1.790, -0.288);(-0.028, -0.429, -0.021, 0.903);VALID;(0.014, -0.039, 0.999);(-0.643, 0.030, -0.765);(0.000, 0.000, 0.000);68.025;VALID;(0.028, -0.039, 0.999);(-0.034, 0.000, 0.000);0.411;5.448;13.257;VALID;(0.000, -0.039, 0.999);(0.034, 0.000, 0.000);0.441;5.810;13.183;2;0.9575742
3735471;1000497110714276587;63850017889350;(0.772, 1.790, -0.289);(-0.028, -0.429, -0.021, 0.903);VALID;(0.014, -0.039, 0.999);(-0.643, 0.029, -0.766);(0.000, 0.000, 0.000);68.025;VALID;(0.028, -0.039, 0.999);(-0.034, 0.000, 0.000);0.411;5.448;13.257;VALID;(0.000, -0.039, 0.999);(0.034, 0.000, 0.000);0.441;5.810;13.183;2;0.9695594
3735472;1000497110719277007;63850017889350;(0.772, 1.790, -0.289);(-0.028, -0.429, -0.021, 0.903);VALID;(0.014, -0.039, 0.999);(-0.643, 0.029, -0.766);(0.000, 0.000, 0.000);68.025;VALID;(0.028, -0.039, 0.999);(-0.034, 0.000, 0.000);0.411;5.448;13.257;VALID;(0.000, -0.039, 0.999);(0.034, 0.000, 0.000);0.441;5.810;13.183;2;0.9528724
3735473;1000497110724277427;63850017889350;(0.772, 1.790, -0.289);(-0.028, -0.429, -0.021, 0.903);VALID;(0.014, -0.039, 0.999);(-0.643, 0.029, -0.766);(0.000, 0.000, 0.000);68.025;VALID;(0.028, -0.039, 0.999);(-0.034, 0.000, 0.000);0.411;5.448;13.257;VALID;(0.000, -0.039, 0.999);(0.034, 0.000, 0.000);0.441;5.810;13.183;2;0.9651693
3735474;1000497110729277848;63850017889360;(0.772, 1.790, -0.289);(-0.028, -0.429, -0.020, 0.903);VALID;(0.014, -0.039, 0.999);(-0.643, 0.029, -0.766);(0.000, 0.000, 0.000);68.025;VALID;(0.028, -0.039, 0.999);(-0.034, 0.000, 0.000);0.411;5.448;13.257;VALID;(0.000, -0.039, 0.999);(0.034, 0.000, 0.000);0.441;5.809;13.183;2;0.9565041
3735475;1000497110734278267;63850017889360;(0.772, 1.790, -0.289);(-0.028, -0.429, -0.020, 0.903);VALID;(0.014, -0.040, 0.999);(-0.642, 0.029, -0.766);(0.000, 0.000, 0.000);68.025;VALID;(0.028, -0.040, 0.999);(-0.034, 0.000, 0.000);0.411;5.448;13.257;VALID;(0.000, -0.040, 0.999);(0.034, 0.000, 0.000);0.440;5.807;13.183;2;0.960054
3735476;1000497110739278684;63850017889371;(0.772, 1.790, -0.289);(-0.028, -0.429, -0.020, 0.903);VALID;(0.014, -0.040, 0.999);(-0.643, 0.028, -0.766);(0.000, 0.000, 0.000);68.025;VALID;(0.029, -0.040, 0.999);(-0.034, 0.000, 0.000);0.411;5.447;13.257;VALID;(0.000, -0.040, 0.999);(0.034, 0.000, 0.000);0.440;5.799;13.183;2;0.8351151
3735477;1000497110744279098;63850017889371;(0.772, 1.790, -0.289);(-0.028, -0.429, -0.020, 0.903);VALID;(0.015, -0.040, 0.999);(-0.643, 0.028, -0.765);(0.000, 0.000, 0.000);68.025;VALID;(0.029, -0.040, 0.999);(-0.034, 0.000, 0.000);0.411;5.444;13.257;VALID;(0.001, -0.040, 0.999);(0.034, 0.000, 0.000);0.440;5.797;13.183;2;0.7512233
3735478;1000497110749279618;63850017889382;(0.772, 1.790, -0.289);(-0.028, -0.429, -0.020, 0.903);VALID;(0.016, -0.039, 0.999);(-0.643, 0.028, -0.765);(0.000, 0.000, 0.000);68.025;VALID;(0.030, -0.039, 0.999);(-0.034, 0.000, 0.000);0.411;5.444;13.257;VALID;(0.001, -0.039, 0.999);(0.034, 0.000, 0.000);0.440;5.798;13.183;2;0.7188289
3735479;1000497110754283759;63850017889382;(0.772, 1.790, -0.289);(-0.028, -0.429, -0.020, 0.903);VALID;(0.017, -0.039, 0.999);(-0.644, 0.028, -0.764);(0.000, 0.000, 0.000);68.025;VALID;(0.031, -0.039, 0.999);(-0.034, 0.000, 0.000);0.411;5.447;13.257;VALID;(0.002, -0.039, 0.999);(0.034, 0.000, 0.000);0.440;5.801;13.183;2;0.6589566
3735480;1000497110759288021;63850017889393;(0.772, 1.790, -0.289);(-0.028, -0.429, -0.020, 0.903);VALID;(0.018, -0.039, 0.999);(-0.645, 0.028, -0.764);(0.000, 0.000, 0.000);68.025;VALID;(0.033, -0.039, 0.999);(-0.034, 0.000, 0.000);0.411;5.450;13.257;VALID;(0.004, -0.039, 0.999);(0.034, 0.000, 0.000);0.440;5.802;13.183;2;0.6475947
3735481;1000497110764301071;63850017889393;(0.772, 1.790, -0.289);(-0.028, -0.429, -0.020, 0.903);VALID;(0.020, -0.039, 0.999);(-0.646, 0.029, -0.762);(0.000, 0.000, 0.000);68.025;VALID;(0.034, -0.039, 0.999);(-0.034, 0.000, 0.000);0.411;5.453;13.257;VALID;(0.006, -0.039, 0.999);(0.034, 0.000, 0.000);0.440;5.804;13.183;2;0.6337936
3735482;1000497110769305183;63850017889404;(0.772, 1.790, -0.289);(-0.028, -0.429, -0.020, 0.903);VALID;(0.022, -0.039, 0.999);(-0.648, 0.028, -0.761);(0.000, 0.000, 0.000);68.025;VALID;(0.036, -0.039, 0.999);(-0.034, 0.000, 0.000);0.412;5.455;13.257;VALID;(0.008, -0.039, 0.999);(0.034, 0.000, 0.000);0.440;5.806;13.183;2;0.6118748
3735483;1000497110774309145;63850017889404;(0.772, 1.790, -0.289);(-0.028, -0.429, -0.020, 0.903);VALID;(0.024, -0.039, 0.999);(-0.649, 0.029, -0.760);(0.000, 0.000, 0.000);68.025;VALID;(0.038, -0.039, 0.999);(-0.034, 0.000, 0.000);0.412;5.457;13.257;VALID;(0.010, -0.039, 0.999);(0.034, 0.000, 0.000);0.440;5.806;13.183;2;0.6257079
3735484;1000497110779309523;63850017889404;(0.772, 1.790, -0.289);(-0.028, -0.429, -0.020, 0.903);VALID;(0.025, -0.038, 0.999);(-0.651, 0.029, -0.759);(0.000, 0.000, 0.000);68.025;VALID;(0.039, -0.038, 0.998);(-0.034, 0.000, 0.000);0.412;5.458;13.257;VALID;(0.012, -0.038, 0.999);(0.034, 0.000, 0.000);0.440;5.806;13.183;2;0.633202
3735485;1000497110784309898;63850017889415;(0.772, 1.790, -0.289);(-0.028, -0.429, -0.021, 0.903);VALID;(0.027, -0.038, 0.999);(-0.652, 0.029, -0.758);(0.000, 0.000, 0.000);68.025;VALID;(0.041, -0.038, 0.998);(-0.034, 0.000, 0.000);0.412;5.460;13.257;VALID;(0.014, -0.038, 0.999);(0.034, 0.000, 0.000);0.440;5.804;13.183;2;0.6403783
3735486;1000497110789310272;63850017889415;(0.772, 1.790, -0.289);(-0.028, -0.429, -0.021, 0.903);VALID;(0.029, -0.038, 0.999);(-0.653, 0.029, -0.757);(0.000, 0.000, 0.000);68.025;VALID;(0.043, -0.038, 0.998);(-0.034, 0.000, 0.000);0.412;5.463;13.257;VALID;(0.015, -0.038, 0.999);(0.034, 0.000, 0.000);0.440;5.801;13.183;2;0.616245
3735487;1000497110794310644;63850017889426;(0.772, 1.790, -0.289);(-0.027, -0.429, -0.021, 0.903);VALID;(0.031, -0.037, 0.999);(-0.654, 0.029, -0.756);(0.000, 0.000, 0.000);68.025;VALID;(0.044, -0.037, 0.998);(-0.034, 0.000, 0.000);0.412;5.464;13.257;VALID;(0.017, -0.037, 0.999);(0.034, 0.000, 0.000);0.440;5.800;13.183;2;0.6273592
3735488;1000497110799311015;63850017889426;(0.772, 1.790, -0.289);(-0.027, -0.429, -0.021, 0.903);VALID;(0.032, -0.037, 0.999);(-0.656, 0.030, -0.755);(0.000, 0.000, 0.000);68.025;VALID;(0.046, -0.037, 0.998);(-0.034, 0.000, 0.000);0.412;5.466;13.257;VALID;(0.018, -0.037, 0.999);(0.034, 0.000, 0.000);0.440;5.799;13.183;2;0.6253105
3735489;1000497110804311384;63850017889437;(0.772, 1.790, -0.289);(-0.027, -0.429, -0.020, 0.903);VALID;(0.033, -0.036, 0.999);(-0.657, 0.030, -0.754);(0.000, 0.000, 0.000);68.025;VALID;(0.047, -0.036, 0.998);(-0.034, 0.000, 0.000);0.412;5.468;13.257;VALID;(0.020, -0.036, 0.999);(0.034, 0.000, 0.000);0.440;5.798;13.183;2;0.6316296
3735490;1000497110809311750;63850017889437;(0.772, 1.790, -0.289);(-0.027, -0.429, -0.020, 0.903);VALID;(0.035, -0.036, 0.999);(-0.658, 0.031, -0.753);(0.000, 0.000, 0.000);68.025;VALID;(0.048, -0.036, 0.998);(-0.034, 0.000, 0.000);0.413;5.468;13.257;VALID;(0.021, -0.036, 0.999);(0.034, 0.000, 0.000);0.439;5.788;13.183;2;0.6118991
3735491;1000497110814312115;63850017889449;(0.772, 1.790, -0.289);(-0.027, -0.429, -0.020, 0.903);VALID;(0.036, -0.035, 0.999);(-0.659, 0.031, -0.752);(0.000, 0.000, 0.000);68.025;VALID;(0.049, -0.035, 0.998);(-0.034, 0.000, 0.000);0.413;5.469;13.257;VALID;(0.023, -0.035, 0.999);(0.034, 0.000, 0.000);0.438;5.779;13.183;2;0.6210705
3735492;1000497110819312508;63850017889449;(0.772, 1.790, -0.289);(-0.027, -0.429, -0.020, 0.903);VALID;(0.037, -0.035, 0.999);(-0.659, 0.031, -0.751);(0.000, 0.000, 0.000);68.025;VALID;(0.050, -0.035, 0.998);(-0.034, 0.000, 0.000);0.413;5.470;13.257;VALID;(0.024, -0.035, 0.999);(0.034, 0.000, 0.000);0.438;5.774;13.183;2;0.6139077
3735493;1000497110824316523;63850017889460;(0.772, 1.790, -0.289);(-0.027, -0.429, -0.021, 0.903);VALID;(0.038, -0.035, 0.999);(-0.660, 0.032, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.035, 0.998);(-0.034, 0.000, 0.000);0.413;5.471;13.257;VALID;(0.025, -0.035, 0.999);(0.034, 0.000, 0.000);0.438;5.770;13.183;2;0.6154145
3735494;1000497110829320656;63850017889460;(0.772, 1.790, -0.289);(-0.027, -0.429, -0.021, 0.903);VALID;(0.039, -0.034, 0.999);(-0.661, 0.032, -0.750);(0.000, 0.000, 0.000);68.025;VALID;(0.051, -0.034, 0.998);(-0.034, 0.000, 0.000);0.413;5.471;13.257;VALID;(0.026, -0.034, 0.999);(0.034, 0.000, 0.000);0.438;5.768;13.183;2;0.6393338
3735495;1000497110834324883;63850017889460;(0.772, 1.790, -0.289);(-0.027, -0.429, -0.021, 0.903);VALID;(0.039, -0.034, 0.999);(-0.661, 0.032, -0.749);(0.000, 0.000, 0.000);68.025;VALID;(0.052, -0.034, 0.998);(-0.034, 0.000, 0.000);0.413;5.471;13.257;VALID;(0.027, -0.034, 0.999);(0.034, 0.000, 0.000);0.437;5.766;13.183;2;0.7688876
3735496;1000497110839337064;63850017889471;(0.772, 1.790, -0.288);(-0.027, -0.429, -0.021, 0.903);VALID;(0.040, -0.034, 0.999);(-0.662, 0.033, -0.749);(0.000, 0.000, 0.000);68.025;VALID;(0.052, -0.034, 0.998);(-0.034, 0.000, 0.000);0.413;5.471;13.257;VALID;(0.027, -0.034, 0.999);(0.034, 0.000, 0.000);0.437;5.763;13.183;2;0.8561075
3735497;1000497110844341138;63850017889471;(0.772, 1.790, -0.288);(-0.027, -0.429, -0.021, 0.903);VALID;(0.040, -0.033, 0.999);(-0.662, 0.033, -0.748);(0.000, 0.000, 0.000);68.025;VALID;(0.053, -0.033, 0.998);(-0.034, 0.000, 0.000);0.413;5.472;13.257;VALID;(0.028, -0.033, 0.999);(0.034, 0.000, 0.000);0.437;5.761;13.183;2;0.8955294
3735498;1000497110849345063;63850017889482;(0.772, 1.790, -0.288);(-0.027, -0.429, -0.021, 0.903);VALID;(0.041, -0.033, 0.999);(-0.663, 0.033, -0.748);(0.000, 0.000, 0.000);68.025;VALID;(0.053, -0.033, 0.998);(-0.034, 0.000, 0.000);0.413;5.473;13.257;VALID;(0.029, -0.033, 0.999);(0.034, 0.000, 0.000);0.437;5.760;13.183;2;0.9462914
3735499;1000497110854345484;63850017889482;(0.772, 1.790, -0.288);(-0.027, -0.429, -0.021, 0.903);VALID;(0.041, -0.033, 0.999);(-0.663, 0.033, -0.748);(0.000, 0.000, 0.000);68.025;VALID;(0.054, -0.033, 0.998);(-0.034, 0.000, 0.000);0.413;5.473;13.257;VALID;(0.029, -0.033, 0.999);(0.034, 0.000, 0.000);0.437;5.759;13.183;2;0.9606125
3735500;1000497110859345902;63850017889493;(0.772, 1.790, -0.288);(-0.027, -0.428, -0.021, 0.903);VALID;(0.042, -0.033, 0.999);(-0.664, 0.034, -0.747);(0.000, 0.000, 0.000);68.025;VALID;(0.054, -0.033, 0.998);(-0.034, 0.000, 0.000);0.413;5.474;13.257;VALID;(0.030, -0.033, 0.999);(0.034, 0.000, 0.000);0.437;5.758;13.183;2;0.9737956
3735501;1000497110864346319;63850017889493;(0.772, 1.790, -0.288);(-0.027, -0.428, -0.021, 0.903);VALID;(0.042, -0.032, 0.999);(-0.664, 0.034, -0.747);(0.000, 0.000, 0.000);68.025;VALID;(0.054, -0.032, 0.998);(-0.034, 0.000, 0.000);0.413;5.474;13.257;VALID;(0.030, -0.032, 0.999);(0.034, 0.000, 0.000);0.437;5.757;13.183;2;0.987105
3735502;1000497110869346735;63850017889505;(0.772, 1.790, -0.288);(-0.027, -0.428, -0.021, 0.903);VALID;(0.043, -0.032, 0.999);(-0.665, 0.034, -0.746);(0.000, 0.000, 0.000);68.025;VALID;(0.055, -0.032, 0.998);(-0.034, 0.000, 0.000);0.413;5.474;13.257;VALID;(0.030, -0.032, 0.999);(0.034, 0.000, 0.000);0.437;5.757;13.183;2;1
3735503;1000497110874347150;63850017889505;(0.772, 1.790, -0.288);(-0.027, -0.428, -0.021, 0.903);VALID;(0.043, -0.032, 0.999);(-0.665, 0.034, -0.746);(0.000, 0.000, 0.000);68.025;VALID;(0.055, -0.032, 0.998);(-0.034, 0.000, 0.000);0.413;5.474;13.257;VALID;(0.031, -0.032, 0.999);(0.034, 0.000, 0.000);0.437;5.756;13.183;2;1
3735504;1000497110879347563;63850017889505;(0.772, 1.790, -0.288);(-0.027, -0.428, -0.021, 0.903);VALID;(0.043, -0.032, 0.999);(-0.665, 0.035, -0.746);(0.000, 0.000, 0.000);68.025;VALID;(0.055, -0.032, 0.998);(-0.034, 0.000, 0.000);0.413;5.474;13.257;VALID;(0.031, -0.032, 0.999);(0.034, 0.000, 0.000);0.437;5.756;13.183;2;0.9984327
3735505;1000497110884347975;63850017889516;(0.772, 1.790, -0.288);(-0.027, -0.428, -0.021, 0.903);VALID;(0.043, -0.031, 0.999);(-0.666, 0.035, -0.745);(0.000, 0.000, 0.000);68.025;VALID;(0.055, -0.031, 0.998);(-0.034, 0.000, 0.000);0.413;5.474;13.257;VALID;(0.031, -0.031, 0.999);(0.034, 0.000, 0.000);0.437;5.755;13.183;2;1
3735506;1000497110889348386;63850017889516;(0.772, 1.790, -0.288);(-0.027, -0.428, -0.021, 0.903);VALID;(0.044, -0.031, 0.999);(-0.666, 0.035, -0.745);(0.000, 0.000, 0.000);68.025;VALID;(0.056, -0.031, 0.998);(-0.034, 0.000, 0.000);0.413;5.474;13.257;VALID;(0.032, -0.031, 0.999);(0.034, 0.000, 0.000);0.437;5.755;13.183;2;1
3735507;1000497110894348851;63850017889527;(0.772, 1.790, -0.288);(-0.027, -0.428, -0.021, 0.903);VALID;(0.044, -0.031, 0.999);(-0.666, 0.035, -0.745);(0.000, 0.000, 0.000);68.025;VALID;(0.056, -0.031, 0.998);(-0.034, 0.000, 0.000);0.413;5.474;13.257;VALID;(0.032, -0.031, 0.999);(0.034, 0.000, 0.000);0.437;5.755;13.183;2;1
3735508;1000497110899352939;63850017889527;(0.772, 1.790, -0.288);(-0.027, -0.428, -0.021, 0.903);VALID;(0.044, -0.031, 0.999);(-0.667, 0.035, -0.745);(0.000, 0.000, 0.000);68.025;VALID;(0.056, -0.031, 0.998);(-0.034, 0.000, 0.000);0.413;5.474;13.257;VALID;(0.032, -0.031, 0.999);(0.034, 0.000, 0.000);0.437;5.755;13.183;2;1
3735509;1000497110904357149;63850017889538;(0.772, 1.790, -0.288);(-0.027, -0.428, -0.021, 0.903);VALID;(0.044, -0.031, 0.999);(-0.667, 0.035, -0.744);(0.000, 0.000, 0.000);68.025;VALID;(0.056, -0.031, 0.998);(-0.034, 0.000, 0.000);0.413;5.474;13.257;VALID;(0.032, -0.031, 0.999);(0.034, 0.000, 0.000);0.437;5.755;13.183;2;1
3735510;1000497110909361375;63850017889538;(0.772, 1.790, -0.288);(-0.027, -0.428, -0.021, 0.903);VALID;(0.044, -0.030, 0.999);(-0.667, 0.035, -0.744);(0.000, 0.000, 0.000);68.025;VALID;(0.056, -0.030, 0.998);(-0.034, 0.000, 0.000);0.413;5.474;13.257;VALID;(0.032, -0.030, 0.999);(0.034, 0.000, 0.000);0.437;5.755;13.183;2;1
3735511;1000497110914365562;63850017889549;(0.773, 1.790, -0.288);(-0.026, -0.427, -0.021, 0.904);VALID;(0.044, -0.030, 0.999);(-0.668, 0.035, -0.743);(0.000, 0.000, 0.000);68.025;VALID;(0.057, -0.030, 0.998);(-0.034, 0.000, 0.000);0.413;5.474;13.257;VALID;(0.032, -0.030, 0.999);(0.034, 0.000, 0.000);0.437;5.755;13.183;2;1
3735512;1000497110919369603;63850017889549;(0.773, 1.790, -0.288);(-0.026, -0.427, -0.021, 0.904);VALID;(0.044, -0.030, 0.999);(-0.668, 0.035, -0.743);(0.000, 0.000, 0.000);68.025;VALID;(0.057, -0.030, 0.998);(-0.034, 0.000, 0.000);0.413;5.474;13.257;VALID;(0.032, -0.030, 0.999);(0.034, 0.000, 0.000);0.437;5.755;13.183;2;1
3735513;1000497110924370063;63850017889560;(0.773, 1.790, -0.288);(-0.026, -0.427, -0.022, 0.904);VALID;(0.044, -0.030, 0.999);(-0.668, 0.035, -0.743);(0.000, 0.000, 0.000);68.025;VALID;(0.057, -0.030, 0.998);(-0.034, 0.000, 0.000);0.413;5.474;13.257;VALID;(0.032, -0.030, 0.999);(0.034, 0.000, 0.000);0.437;5.755;13.183;2;1
3735514;1000497110929370522;63850017889560;(0.773, 1.790, -0.288);(-0.026, -0.427, -0.022, 0.904);VALID;(0.045, -0.030, 0.999);(-0.669, 0.035, -0.743);(0.000, 0.000, 0.000);68.025;VALID;(0.057, -0.030, 0.998);(-0.034, 0.000, 0.000);0.413;5.474;13.257;VALID;(0.032, -0.030, 0.999);(0.034, 0.000, 0.000);0.437;5.757;13.183;2;1
3735515;1000497110934370981;63850017889560;(0.773, 1.790, -0.288);(-0.026, -0.427, -0.022, 0.904);VALID;(0.045, -0.030, 0.999);(-0.669, 0.035, -0.743);(0.000, 0.000, 0.000);68.025;VALID;(0.057, -0.030, 0.998);(-0.034, 0.000, 0.000);0.413;5.474;13.257;VALID;(0.032, -0.030, 0.999);(0.034, 0.000, 0.000);0.437;5.759;13.183;2;1
3735516;1000497110939371440;63850017889571;(0.773, 1.790, -0.288);(-0.026, -0.427, -0.022, 0.904);VALID;(0.045, -0.030, 0.999);(-0.669, 0.035, -0.742);(0.000, 0.000, 0.000);68.025;VALID;(0.057, -0.030, 0.998);(-0.034, 0.000, 0.000);0.413;5.474;13.257;VALID;(0.032, -0.030, 0.999);(0.034, 0.000, 0.000);0.437;5.761;13.183;2;1
3735517;1000497110944371899;63850017889571;(0.773, 1.790, -0.288);(-0.026, -0.427, -0.022, 0.904);VALID;(0.045, -0.030, 0.999);(-0.669, 0.035, -0.742);(0.000, 0.000, 0.000);68.025;VALID;(0.057, -0.030, 0.998);(-0.034, 0.000, 0.000);0.413;5.474;13.257;VALID;(0.032, -0.030, 0.999);(0.034, 0.000, 0.000);0.437;5.762;13.183;2;1
3735518;1000497110949372355;63850017889582;(0.773, 1.790, -0.288);(-0.026, -0.426, -0.022, 0.904);VALID;(0.045, -0.030, 0.999);(-0.670, 0.035, -0.742);(0.000, 0.000, 0.000);68.025;VALID;(0.057, -0.030, 0.998);(-0.034, 0.000, 0.000);0.413;5.474;13.257;VALID;(0.032, -0.030, 0.999);(0.034, 0.000, 0.000);0.437;5.763;13.183;2;1
3735519;1000497110954372810;63850017889582;(0.773, 1.790, -0.288);(-0.026, -0.426, -0.022, 0.904);VALID;(0.045, -0.029, 0.999);(-0.670, 0.035, -0.742);(0.000, 0.000, 0.000);68.025;VALID;(0.057, -0.029, 0.998);(-0.034, 0.000, 0.000);0.413;5.475;13.257;VALID;(0.032, -0.029, 0.999);(0.034, 0.000, 0.000);0.437;5.764;13.183;2;1
3735520;1000497110959373264;63850017889594;(0.773, 1.790, -0.288);(-0.026, -0.426, -0.022, 0.904);VALID;(0.045, -0.029, 0.999);(-0.670, 0.035, -0.742);(0.000, 0.000, 0.000);68.025;VALID;(0.057, -0.029, 0.998);(-0.034, 0.000, 0.000);0.413;5.475;13.257;VALID;(0.033, -0.029, 0.999);(0.034, 0.000, 0.000);0.437;5.765;13.183;2;1
3735521;1000497110964373719;63850017889594;(0.773, 1.790, -0.288);(-0.026, -0.426, -0.022, 0.904);VALID;(0.045, -0.029, 0.999);(-0.670, 0.035, -0.742);(0.000, 0.000, 0.000);68.025;VALID;(0.057, -0.029, 0.998);(-0.034, 0.000, 0.000);0.413;5.475;13.257;VALID;(0.033, -0.029, 0.999);(0.034, 0.000, 0.000);0.437;5.766;13.183;2;1
3735522;1000497110969377689;63850017889605;(0.773, 1.790, -0.288);(-0.026, -0.426, -0.022, 0.904);VALID;(0.045, -0.029, 0.999);(-0.670, 0.036, -0.741);(0.000, 0.000, 0.000);68.025;VALID;(0.057, -0.029, 0.998);(-0.034, 0.000, 0.000);0.413;5.475;13.257;VALID;(0.033, -0.029, 0.999);(0.034, 0.000, 0.000);0.437;5.767;13.183;2;1
3735523;1000497110974381781;63850017889605;(0.773, 1.790, -0.288);(-0.026, -0.426, -0.022, 0.904);VALID;(0.045, -0.029, 0.999);(-0.670, 0.036, -0.741);(0.000, 0.000, 0.000);68.025;VALID;(0.057, -0.029, 0.998);(-0.034, 0.000, 0.000);0.413;5.476;13.257;VALID;(0.033, -0.029, 0.999);(0.034, 0.000, 0.000);0.437;5.767;13.183;2;1
3735524;1000497110979385940;63850017889605;(0.773, 1.790, -0.288);(-0.026, -0.426, -0.022, 0.904);VALID;(0.045, -0.029, 0.999);(-0.670, 0.036, -0.741);(0.000, 0.000, 0.000);68.025;VALID;(0.057, -0.029, 0.998);(-0.034, 0.000, 0.000);0.413;5.477;13.257;VALID;(0.033, -0.029, 0.999);(0.034, 0.000, 0.000);0.438;5.768;13.183;2;1
3735525;1000497110984390086;63850017889615;(0.773, 1.790, -0.288);(-0.026, -0.426, -0.022, 0.904);VALID;(0.045, -0.029, 0.999);(-0.671, 0.036, -0.741);(0.000, 0.000, 0.000);68.025;VALID;(0.057, -0.029, 0.998);(-0.034, 0.000, 0.000);0.413;5.477;13.257;VALID;(0.033, -0.029, 0.999);(0.034, 0.000, 0.000);0.438;5.768;13.183;2;1
3735526;1000497110989394164;63850017889615;(0.773, 1.790, -0.288);(-0.026, -0.426, -0.022, 0.904);VALID;(0.045, -0.029, 0.999);(-0.671, 0.036, -0.741);(0.000, 0.000, 0.000);68.025;VALID;(0.057, -0.029, 0.998);(-0.034, 0.000, 0.000);0.413;5.478;13.257;VALID;(0.033, -0.029, 0.999);(0.034, 0.000, 0.000);0.438;5.769;13.183;2;1
3735527;1000497110994398092;63850017889626;(0.773, 1.790, -0.288);(-0.025, -0.426, -0.022, 0.904);VALID;(0.044, -0.028, 0.999);(-0.671, 0.036, -0.741);(0.000, 0.000, 0.000);68.025;VALID;(0.056, -0.028, 0.998);(-0.034, 0.000, 0.000);0.413;5.479;13.257;VALID;(0.033, -0.028, 0.999);(0.034, 0.000, 0.000);0.438;5.769;13.183;2;1
3735528;1000497110999398518;63850017889627;(0.773, 1.790, -0.288);(-0.025, -0.426, -0.022, 0.904);VALID;(0.044, -0.028, 0.999);(-0.671, 0.036, -0.741);(0.000, 0.000, 0.000);68.025;VALID;(0.056, -0.028, 0.998);(-0.034, 0.000, 0.000);0.413;5.482;13.257;VALID;(0.032, -0.028, 0.999);(0.034, 0.000, 0.000);0.438;5.769;13.183;2;1
3735529;1000497111004398943;63850017889637;(0.773, 1.790, -0.288);(-0.025, -0.425, -0.022, 0.904);VALID;(0.044, -0.028, 0.999);(-0.671, 0.036, -0.741);(0.000, 0.000, 0.000);68.025;VALID;(0.056, -0.028, 0.998);(-0.034, 0.000, 0.000);0.414;5.484;13.257;VALID;(0.032, -0.028, 0.999);(0.034, 0.000, 0.000);0.438;5.769;13.183;2;1
3735530;1000497111009399368;63850017889637;(0.773, 1.790, -0.288);(-0.025, -0.425, -0.022, 0.904);VALID;(0.044, -0.028, 0.999);(-0.671, 0.036, -0.741);(0.000, 0.000, 0.000);68.025;VALID;(0.056, -0.028, 0.998);(-0.034, 0.000, 0.000);0.414;5.485;13.257;VALID;(0.032, -0.028, 0.999);(0.034, 0.000, 0.000);0.438;5.769;13.183;2;1
3735531;1000497111014399791;63850017889649;(0.773, 1.790, -0.288);(-0.025, -0.425, -0.022, 0.904);VALID;(0.044, -0.028, 0.999);(-0.671, 0.036, -0.741);(0.000, 0.000, 0.000);68.025;VALID;(0.056, -0.028, 0.998);(-0.034, 0.000, 0.000);0.414;5.486;13.257;VALID;(0.032, -0.028, 0.999);(0.034, 0.000, 0.000);0.438;5.769;13.183;2;1
3735532;1000497111019400214;63850017889649;(0.773, 1.790, -0.288);(-0.025, -0.425, -0.022, 0.904);VALID;(0.044, -0.028, 0.999);(-0.671, 0.036, -0.741);(0.000, 0.000, 0.000);68.025;VALID;(0.056, -0.028, 0.998);(-0.034, 0.000, 0.000);0.414;5.487;13.257;VALID;(0.032, -0.028, 0.999);(0.034, 0.000, 0.000);0.438;5.769;13.183;2;1
3735533;1000497111024400635;63850017889660;(0.773, 1.790, -0.287);(-0.025, -0.425, -0.022, 0.904);VALID;(0.044, -0.027, 0.999);(-0.671, 0.036, -0.741);(0.000, 0.000, 0.000);68.025;VALID;(0.056, -0.027, 0.998);(-0.034, 0.000, 0.000);0.414;5.488;13.257;VALID;(0.032, -0.027, 0.999);(0.034, 0.000, 0.000);0.438;5.769;13.183;2;1
3735534;1000497111029401054;63850017889660;(0.773, 1.790, -0.287);(-0.025, -0.425, -0.022, 0.904);VALID;(0.044, -0.027, 0.999);(-0.671, 0.036, -0.741);(0.000, 0.000, 0.000);68.025;VALID;(0.056, -0.027, 0.998);(-0.034, 0.000, 0.000);0.414;5.490;13.257;VALID;(0.032, -0.027, 0.999);(0.034, 0.000, 0.000);0.438;5.769;13.183;2;1
